japanese,english
鶴ヶ丘,Tsurugaoka
よつばし,Yotsubashi
四ツ橋,Yotsubashi
えびすちょう,Ebisuchō
恵美須町,Ebisuchō
なんば,Nanba
難波,Nanba
じゅうそう,Jūsō
十三,Jūsō
あべの,Abeno
阿倍野,Abeno
しんさいばし,Shinsaibashi
心斎橋,Shinsaibashi
かわちあまみ,Kawachiamami
河内天美,Kawachiamami
しょうわちょう,Shōwachō
昭和町,Shōwachō
ぬのせ,Nunose
布忍,Nunose
とよなか,Toyonaka
豊中,Toyonaka
ほんまち,Honmachi
本町,Honmachi
そね,Sone
曽根,Sone
おかまち,Okamachi
岡町,Okamachi
みなみたなべ,Minamitanabe
南田辺,Minamitanabe
しょうない,Shōnai
庄内,Shōnai
ひごばし,Higobashi
肥後橋,Higobashi
しばはら,Shibahara Railway Station
柴原,Shibahara Railway Station
わたなべばし,Watanabebashi
渡辺橋,Watanabebashi
にっぽんばし,Nipponbashi
日本橋,Nipponbashi
ふみのさと,Fuminosato
文の里,Fuminosato
おおさかあべのばし,Ōsaka Abenobashi
大阪阿部野橋,Ōsaka Abenobashi
にしうめだ,Nishiumeda
西梅田,Nishiumeda
なかつ,Nakatsu
中津,Nakatsu
きたしんち,Kitashinchi
北新地,Kitashinchi
こうふうだい,Kōfūdai
光風台,Kōfūdai
みくに,Mikuni
三国,Mikuni
やた,Yata
矢田,Yata
ながほりばし,Nagahoribashi
長堀橋,Nagahoribashi
はっとり,Hattori
服部,Hattori
たかみのさと,Takaminosato
高見ノ里,Takaminosato
たきたにふどう,Takitanifudō
滝谷不動,Takitanifudō
たなべ,Tanabe
田辺,Tanabe
してんのうじまえゆうひがおか,Shitennōji-mae Yūhigaoka
四天王寺前夕陽ヶ丘,Shitennōji-mae Yūhigaoka
おおえばし,Ōebashi
大江橋,Ōebashi
ひがしうめだ,Higashiumeda
東梅田,Higashiumeda
さかいすじほんまち,Sakaisuji Honmachi
堺筋本町,Sakaisuji Honmachi
よどやばし,Yodoyabashi
淀屋橋,Yodoyabashi
うめだ,Umeda
梅田,Umeda
びしょうえん,Bishōen
美章園,Bishōen
さくらい,Sakurai
桜井,Sakurai
はりなかの,Harinakano
針中野,Harinakano
こぼれぐち,Koboreguchi
河堀口,Koboreguchi
こまがわなかの,Komagawa Nakano
駒川中野,Komagawa Nakano
いまがわ,Imagawa
今川,Imagawa
きたはま,Kitahama
北浜,Kitahama
まつやまち,Matsuyamachi
松屋町,Matsuyamachi
きたたなべ,Kitatanabe
北田辺,Kitatanabe
たにまちきゅうちょうめ,Tanimachi Kyū-chōme
谷町九丁目,Tanimachi Kyū-chōme
てらだちょう,Teradachō
寺田町,Teradachō
なにわばし,Naniwabashi
なにわ橋,Naniwabashi
ときわだい,Tokiwadai
ときわ台,Tokiwadai
かわにし,Kawanishi
川西,Kawanishi
まきおち,Makiochi
牧落,Makiochi
にしなかじまみなみかた,Nishinakajima Minamikata
西中島南方,Nishinakajima Minamikata
なかざきちょう,Nakazakichō
中崎町,Nakazakichō
おおさかうえほんまち,Ōsaka-ue Honmachi
大阪上本町,Ōsaka-ue Honmachi
みなみかた,Minamikata
南方,Minamikata
かわちまつばら,Kawachi Matsubara
河内松原,Kawachi Matsubara
てんま,Tenma
天満,Tenma
とうぶしじょうまえ,Tōbushijōmae
東部市場前,Tōbushijōmae
とんだばやしにしぐち,Tondabayashi Nishiguchi
富田林西口,Tondabayashi Nishiguchi
きれうりわり,Kireuriwari
喜連瓜破,Kireuriwari
つるはし,Tsuruhashi
鶴橋,Tsuruhashi
えさか,Esaka
江坂,Esaka
ひがしよどがわ,Higashiyodogawa
東淀川,Higashiyodogawa
ひらの,Hirano
平野,Hirano
そうぜんじ,Sōzenji
崇禅寺,Sōzenji
りょくちこうえん,Ryokuchi Kōen
緑地公園,Ryokuchi Kōen
とんだばやし,Tondabayashi
富田林,Tondabayashi
くにじま,Kunijima
柴島,Kunijima
さくらのみや,Sakuranomiya
桜ノ宮,Sakuranomiya
たまつくり,Tamatsukuri
玉造,Tamatsukuri
くろかわ,Kurokawa
黒川,Kurokawa
おおさかじょうきたづめ,Ōsaka-jō Kitazume
大阪城北詰,Ōsaka-jō Kitazume
えがのしょう,Eganoshō
恵我ノ荘,Eganoshō
ひらの,Hirano
平野,Hirano
おおさかびじねすぱーく,Ōsaka Bijinesu Paaku
大阪ビジネスパーク,Ōsaka Bijinesu Paaku
もりのみや,Morinomiya
森ノ宮,Morinomiya
きょうばし,Kyōbashi
京橋,Kyōbashi
みやこじま,Miyakojima
都島,Miyakojima
けーぶるさんじょう,Keeburu Sanjō
ケーブル山上,Keeburu Sanjō
ももやまだい,Momoyamadai
桃山台,Momoyamadai
おおさかじょうこうえん,Ōsaka-jō Kōen
大阪城公園,Ōsaka-jō Kōen
やまとふたみ,Yamatofutami
大和二見,Yamatofutami
でと,Deto
出戸,Deto
かんだいまえ,Kandaimae
関大前,Kandaimae
あわじ,Awaji
淡路,Awaji
みなみたつみ,Minamitatsumi
南巽,Minamitatsumi
とよつ,Toyotsu
豊津,Toyotsu
いまざと,Imazato
今里,Imazato
せんりちゅうおう,Senrichūō
千里中央,Senrichūō
せんりやま,Senriyama
千里山,Senriyama
たかわし,Takawashi
高鷲,Takawashi
きし,Kishi
喜志,Kishi
ながはら,Nagahara
長原,Nagahara
しもしんじょう,Shimoshinjō
下新庄,Shimoshinjō
いまざと,Imazato
今里,Imazato
きたたつみ,Kitatatsumi
北巽,Kitatatsumi
みどりばし,Midoribashi
緑橋,Midoribashi
すいた,Suita
吹田,Suita
かみ,Kami
加美,Kami
しんかみ,Shinkami
新加美,Shinkami
みなみせんり,Minamisenri
南千里,Minamisenri
のえうちんだい,Noeuchindai
野江内代,Noeuchindai
しょうじ,Shōji
小路,Shōji
しんふかえ,Shinfukae
新深江,Shinfukae
しぎの,Shigino
鴫野,Shigino
やおみなみ,Yaominami
八尾南,Yaominami
ふじいでら,Fujiidera
藤井寺,Fujiidera
のえ,Noe
野江,Noe
すいた,Suita
吹田,Suita
がもうよんちょうめ,Gamō Yon-chōme
蒲生四丁目,Gamō Yon-chōme
ごじょう,Gojō
五条,Gojō
ふかえばし,Fukaebashi
深江橋,Fukaebashi
ふせ,Fuse
布施,Fuse
かみしんじょう,Kamishinjou
上新庄,Kamishinjou
せきめたかどの,Sekimetakadono
関目高殿,Sekimetakadono
ふるいち,Furuichi
古市,Furuichi
JRながせ,JR Nagase
JR長瀬,JR Nagase
せきめ,Sekime
関目,Sekime
やまだ,Yamada
山田,Yamada
きたせんり,Kitasenri
北千里,Kitasenri
あいかわ,Aikawa
相川,Aikawa
きゅうほうじ,Kyūhōji
久宝寺,Kyūhōji
しゅんとくみち,Shuntokumichi
俊徳道,Shuntokumichi
JRしゅんとくみち,JR Shuntokumichi
JR俊徳道,JR Shuntokumichi
せんばやしおおみや,Senbayashi Ōmiya
千林大宮,Senbayashi Ōmiya
ながせ,Nagase
長瀬,Nagase
もりしょうじ,Morishōji
森小路,Morishōji
JRかわちえいわ,JR Kawachi Eiwa
JR河内永和,JR Kawachi Eiwa
かわちえいわ,Kawachi Eiwa
河内永和,Kawachi Eiwa
だいどうとよさと,Daidō Toyosato
だいどう豊里,Daidō Toyosato
こまがたに,Komagatani
駒ヶ谷,Komagatani
いまふくつるみ,Imafuku Tsurumi
今福鶴見,Imafuku Tsurumi
みと,Mito
弥刀,Mito
ずいこうよんちょうめ,Zuikō Yon-chōme
瑞光四丁目,Zuikō Yon-chōme
しもやま,Shimoyama
下山,Shimoyama
せんばやし,Senbayashi
千林,Senbayashi
しんもりふるいち,Shinmori Furuichi
新森古市,Shinmori Furuichi
たかいだ,Takaida
高井田,Takaida
はじのさと,Hajinosato
土師ノ里,Hajinosato
やお,Yao
八尾,Yao
きゅうほうじぐち,Kyūhōjiguchi
久宝寺口,Kyūhōjiguchi
たいしばしいまいち,Taishibashi Imaichi
太子橋今市,Taishibashi Imaichi
ばんぱくきねんこうえん,Banpaku Kinen-Kōen
万博記念公園,Banpaku Kinen-Kōen
たきい,Takii
滝井,Takii
かわちこさか,Kawachi Kosaka
河内小阪,Kawachi Kosaka
どうみょうじ,Dōmyōji
道明寺,Dōmyōji
きしべ,Kishibe
岸辺,Kishibe
いたかの,Itakano
井高野,Itakano
しみず,Shimizu
清水,Shimizu
かみのたいし,Kaminotaishi
上ノ太子,Kaminotaishi
はんだいびょういんまえ,Handai Byōin-mae
阪大病院前,Handai Byōin-mae
どい,Doi
土居,Doi
しょうじゃく,Shōjaku
正雀,Shōjaku
とよかわ,Toyokawa
豊川,Toyokawa
よこづつみ,Yokozutsumi
横堤,Yokozutsumi
さいとにし,Saitonishi
彩都西,Saitonishi
やえのさと,Yaenosato
八戸ノ里,Yaenosato
きんてつやお,Kintetsu Yao
近鉄八尾,Kintetsu Yao
きたうち,Kitauchi
北宇智,Kitauchi
しき,Shiki
志紀,Shiki
もりぐちし,Moriguchishi
守口市,Moriguchishi
こうえんひがしぐち,Kōen Kigashiguchi
公園東口,Kōen Kigashiguchi
もりぐち,Moriguchi
守口,Moriguchi
かしわらみなみぐち,Kashiwara Minamiguchi
柏原南口,Kashiwara Minamiguchi
とくあん,Tokuan
徳庵,Tokuan
かいばら,Kaibara
柏原,Kaibara
あんどう,Andō
安堂,Andō
かわちこくぶ,Kawachi Kokubu
河内国分,Kawachi Kokubu
かたしも,Katashimo
堅下,Katashimo
せんりおか,Senrioka
千里丘,Senrioka
ながた,Nagata
長田,Nagata
つるみりょくち,Tsurumiryokuchi
鶴見緑地,Tsurumiryokuchi
ほうぜんじ,Hōzenji
法善寺,Hōzenji
おおさかきょういくだいまえ,Ōsaka Kyōikudai-mae
大阪教育大前,Ōsaka Kyōikudai-mae
たかいだ,Takaida
高井田,Takaida
にしさんそう,Nishisansō
西三荘,Nishisansō
せっつ,Settsu
摂津,Settsu
おんぢ,Onji
恩智,Onji
かわちやまもと,Kawachi Yamamoto
河内山本,Kawachi Yamamoto
みなみせっつ,Minamisettsu
南摂津,Minamisettsu
うのべ,Unobe
宇野辺,Unobe
たかやす,Takayasu
高安,Takayasu
わかえいわた,Wakaeiwata
若江岩田,Wakaeiwata
だいにち,Dainichi
大日,Dainichi
かどまし,Kadomashi
門真市,Kadomashi
あらもと,Aramoto
荒本,Aramoto
こうのいけしんでん,Kōnoike Shinden
鴻池新田,Kōnoike Shinden
かどまみなみ,Kadomaminami
門真南,Kadomaminami
さわらぎ,Sawaragi
沢良宜,Sawaragi
みなみいばらき,Minamiibaraki
南茨木,Minamiibaraki
いばらき,Ibaraki
茨木,Ibaraki
そのべ,Sonobe
園部,Sonobe
かわちはなぞの,Kawachi Hanazono
河内花園,Kawachi Hanazono
ふるかわばし,Furukawabashi
古川橋,Furukawabashi
ごま,Goma
胡麻,Goma
せきや,Sekiya
関屋,Sekiya
しぎさんぐち,Shigisanguchi
信貴山口,Shigisanguchi
ひがしはなぞの,Higashihanazono
東花園,Higashihanazono
はっとりがわ,Hattorigawa
服部川,Hattorigawa
かわちかたかみ,Kawachi Katakami
河内堅上,Kawachi Katakami
よしとみ,Yoshitomi
吉富,Yoshitomi
いばらきし,Ibarakishi
茨木市,Ibarakishi
よした,Yoshita
吉田,Yoshita
くすりみず,Kusurimizu
薬水,Kusurimizu
ふくがみ,Fukugami
福神,Fukugami
ふなおか,Funaoka
船岡,Funaoka
おわだ,Owada
大和田,Owada
たかやすやま,Takayasuyama
高安山,Takayasuyama
にじょうざん,Nijōzan
二上山,Nijōzan
すみのどう,Suminodō
住道,Suminodō
ひょうたんやま,Hyōtanyama
瓢箪山,Hyōtanyama
しんきゅうだいがくまえ,Shinkyū Daigaku-mae
鍼灸大学前,Shinkyū Daigaku-mae
にじょうじんじゃぐち,Nijōjinjaguchi
二上神社口,Nijōjinjaguchi
にじょう,Nijō
二上,Nijō
かやしま,Kayashima
萱島,Kayashima
そうじじ,Sōjiji
総持寺,Sōjiji
おおあだ,Ōada
大阿太,Ōada
たいまでら,Taimadera
当麻寺,Taimadera
よしのぐち,Yoshinoguchi
吉野口,Yoshinoguchi
いわき,Iwaki
磐城,Iwaki
きんてつごせ,Kintetsu Gose
近鉄御所,Kintetsu Gose
しんいしきり,Shinishikiri
新石切,Shinishikiri
ごせ,Gose
御所,Gose
ひよし,Hiyoshi
日吉,Hiyoshi
ひらおか,Hiraoka
枚岡,Hiraoka
おしみ,Oshimi
忍海,Oshimi
きんてつしんじょう,Kintetsu Shinjō
近鉄新庄,Kintetsu Shinjō
とみた,Tomita
富田,Tomita
きんてつしもだ,Kintetsu Shimoda
近鉄下田,Kintetsu Shimoda
せっつとんだ,Settsutonda
摂津富田,Settsutonda
ぬかた,Nukata
額田,Nukata
しゃくど,Shakudo
尺土,Shakudo
かしば,Kashiba
香芝,Kashiba
さんごう,Sangō
三郷,Sangō
のざき,Nozaki
野崎,Nozaki
ねやがわし,Neyagawashi
寝屋川市,Neyagawashi
くず,Kuzu
葛,Kuzu
やぎ,Yagi
八木,Yagi
たまで,Tamade
玉手,Tamade
しずみ,Shizumi
志都美,Shizumi
やまとしんじょう,Yamatoshinjō
大和新庄,Yamatoshinjō
JRごいどう,JR Goidō
JR五位堂,JR Goidō
しもいちぐち,Shimoichiguchi
下市口,Shimoichiguchi
いしきり,Ishikiri
石切,Ishikiri
しじょうなわて,Shijōnawate
四条畷,Shijōnawate
ごいどう,Goidō
五位堂,Goidō
はたけだ,Hatakeda
畠田,Hatakeda
しぎさんした,Shigisanshita
信貴山下,Shigisanshita
ちよかわ,Chiyokawa
千代川,Chiyokawa
わきがみ,Wakigami
掖上,Wakigami
なみかわ,Namikawa
並河,Namikawa
つきやま,Tsukiyama
築山,Tsukiyama
こうりえん,Kōrien
香里園,Kōrien
しのぶがおか,Shinobugaoka
忍ヶ丘,Shinobugaoka
たかだし,Takadashi
高田市,Takadashi
おうじ,Ōji
王寺,Ōji
せやきたぐち,Seyakitaguchi
勢野北口,Seyakitaguchi
しんおうじ,Shinōji
新王寺,Shinōji
こしべ,Koshibe
越部,Koshibe
こうぜんじ,Kōzenji
光善寺,Kōzenji
いちお,Ichio
市尾,Ichio
やまとたかだ,Yamatotakada
大和高田,Yamatotakada
たかた,Takata
高田,Takata
たかつき,Takatsuki
高槻,Takatsuki
うきあな,Ukiana
浮孔,Ukiana
たつたがわ,Tatsutagawa
竜田川,Tatsutagawa
いこまさんじょう,Ikomasanjō
生駒山上,Ikomasanjō
ひがしねやがわ,Higashineyagawa
東寝屋川,Higashineyagawa
たかつきし,Takatsukishi
高槻市,Takatsukishi
おおわだ,Ōwada
大輪田,Ōwada
かすみがおか,Kasumigaoka
霞ヶ丘,Kasumigaoka
へぐり,Heguri
平群,Heguri
もとさんじょうぐち,Motosanjōguchi
元山上口,Motosanjōguchi
ぼうじょう,Bōjō
坊城,Bōjō
ひらかたこうえん,Hirakata Kōen
枚方公園,Hirakata Kōen
うめやしき,Umeyashiki
梅屋敷,Umeyashiki
かめおか,Kameoka
亀岡,Kameoka
ほうざんじ,Hōzanji
宝山寺,Hōzanji
さみたがわ,Samitagawa
佐味田川,Samitagawa
かなはし,Kanahashi
金橋,Kanahashi
むだ,Muda
六田,Muda
まつづか,Matsuzuka
松塚,Matsuzuka
つぼさかやま,Tsubosakayama
壺阪山,Tsubosakayama
ほしだ,Hoshida
星田,Hoshida
いけべ,Ikebe
池部,Ikebe
ひがしやま,Higashiyama
東山,Higashiyama
ひらかたし,Hirakatashi
枚方市,Hirakatashi
かしはらじんぐうにしぐち,Kashihara Jingū Nishiguchi
橿原神宮西口,Kashihara Jingū Nishiguchi
はぎのだい,Haginodai
萩の台,Haginodai
とりいまえ,Toriimae
鳥居前,Toriimae
みなみいこま,Minamiikoma
南生駒,Minamiikoma
いこま,Ikoma
生駒,Ikoma
みやのさか,Miyanosaka
宮之阪,Miyanosaka
ますが,Masuga
真菅,Masuga
あすか,Asuka
飛鳥,Asuka
ほしがおか,Hoshigaoka
星ヶ丘,Hoshigaoka
いちぶ,Ichibu
一分,Ichibu
はしお,Hashio
箸尾,Hashio
ほうりゅうじ,Hōryūji
法隆寺,Hōryūji
ごてんやま,Gotenyama
御殿山,Gotenyama
おかでら,Okadera
岡寺,Okadera
むらの,Murano
村野,Murano
なばた,Nabata
菜畑,Nabata
かしはらじんぐうまえ,Kashihara Jingū-mae
橿原神宮前,Kashihara Jingū-mae
ケーブルやせ,Keeburu Yase
ケーブル八瀬,Keeburu Yase
おいわけ,Oiwake
追分,Oiwake
けーぶるひえい,Keeburu Hiei
ケーブル比叡,Keeburu Hiei
おおたに,Ōtani
大谷,Ōtani
むろうぐちおおの,Murōguchiōno
室生口大野,Murōguchiōno
かさぎ,Kasagi
笠置,Kasagi
べっしょ,Bessho
別所,Bessho
かみさかえまち,Kamisakaemachi
上栄町,Kamisakaemachi
おうじやま,Ōjiyama
皇子山,Ōjiyama
けーぶるえんりゃくじ,Keeburu Enryakuji
ケーブル延暦寺,Keeburu Enryakuji
おうみじんぐうまえ,Ōmijingūmae
近江神宮前,Ōmijingūmae
みいでら,Miidera
三井寺,Miidera
おおつきょう,Ōtsukyō
大津京,Ōtsukyō
おおつ,Ōtsu
大津,Ōtsu
うまほり,Umahori
馬堀,Umahori
こうづ,Kōzu
郡津,Kōzu
ひがしいこま,Higashiikoma
東生駒,Higashiikoma
とろっこかめおか,Torokko Kameoka
トロッコ亀岡,Torokko Kameoka
うねびごりょうまえ,Unebigoryōmae
畝傍御陵前,Unebigoryōmae
かたのし,Katanoshi
交野市,Katanoshi
よしの,Yoshino
吉野,Yoshino
よしのじんぐう,Yoshinojingū
吉野神宮,Yoshinojingū
やまとかみいち,YamatoKamiichi
大和上市,YamatoKamiichi
やぎにしぐち,Yaginishiguchi
八木西口,Yaginishiguchi
きさいち,Kisaichi
私市,Kisaichi
かわちいわふね,Kawachi Iwafune
河内磐船,Kawachi Iwafune
かわちもり,Kawachi Mori
河内森,Kawachi Mori
やまとやぎ,Yamato Yagi
大和八木,Yamato Yagi
うねび,Unebi
畝傍,Unebi
たじま,Tajima
但馬,Tajima
まきの,Makino
牧野,Makino
かみもく,Kamimoku
上牧,Kamimoku
にのくち,Ninokuchi
新ノ口,Ninokuchi
くろだ,Kuroda
黒田,Kuroda
しらにわだい,Shiraniwadai
白庭台,Shiraniwadai
しまもと,Shimamoto
島本,Shimamoto
かさぬい,Kasanui
笠縫,Kasanui
にしたわらもと,Nishitawaramoto
西田原本,Nishitawaramoto
みなせ,Minase
水無瀬,Minase
たわらもと,Tawaramoto
田原本,Tawaramoto
くずは,Kuzuha
樟葉,Kuzuha
やまとこいずみ,Yamato Koizumi
大和小泉,Yamato Koizumi
とみお,Tomio
富雄,Tomio
がっけんきたいこま,Gakken Kita-ikoma
学研北生駒,Gakken Kita-ikoma
いわみ,Iwami
石見,Iwami
つだ,Tsuda
津田,Tsuda
みみなし,Miminashi
耳成,Miminashi
ゆうざき,Yūzaki
結崎,Yūzaki
ほづきょう,Hozukyō
保津峡,Hozukyō
ふぁみりーこうえんまえ,Famiri Kōen-mae
ファミリー公園前,Famiri Kōen-mae
ふじさか,Fujisaka
藤阪,Fujisaka
かぐやま,Kaguyama
香久山,Kaguyama
やまさき,Yamasaki
山崎,Yamasaki
ひらはた,Hirahata
平端,Hirahata
はしもと,Hashimoto
橋本,Hashimoto
おおやまざき,Ōyamazaki
大山崎,Ōyamazaki
がくえんまえ,Gakuen-mae
学園前,Gakuen-mae
つつい,Tsutsui
筒井,Tsutsui
とろっこほづきょう,Torokko Hozukyō
トロッコ保津峡,Torokko Hozukyō
だいふく,Daifuku
大福,Daifuku
にかいどう,Nikaidō
二階堂,Nikaidō
ながお,Nagao
長尾,Nagao
がっけんならとみがおか,Gakken Nara Tomigaoka
学研奈良登美ヶ丘,Gakken Nara Tomigaoka
きんてつこおりやま,Kintetsu Kōriyama
近鉄郡山,Kintetsu Kōriyama
あやめいけ,Ayameike
菖蒲池,Ayameike
おとこやまさんじょう,Otokoyamasanjō
男山山上,Otokoyamasanjō
やわたし,Yawatashi
八幡市,Yawatashi
さくらい,Sakurai
桜井,Sakurai
くじょう,Kujō
九条,Kujō
ながおかてんじん,Nagaokatenjin
長岡天神,Nagaokatenjin
こおりやま,Kōriyama
郡山,Kōriyama
にしのきょう,Nishinokyō
西ノ京,Nishinokyō
とろっこあらしやま,Torokko Arashiyama
トロッコ嵐山,Torokko Arashiyama
まついやまて,Matsui Yamate
松井山手,Matsui Yamate
みわ,Miwa
三輪,Miwa
せんざい,Senzai
前栽,Senzai
あまがつじ,Amagatsuji
尼ヶ辻,Amagatsuji
まきむく,Makimuku
巻向,Makimuku
ながおかきょう,Nagaokakyō
長岡京,Nagaokakyō
やなぎもと,Yanagimoto
柳本,Yanagimoto
あらしやま,Arashiyama
嵐山,Arashiyama
やまとさいだいじ,Yamato Saidaiji
大和西大寺,Yamato Saidaiji
あらしやま,Arashiyama
嵐山,Arashiyama
ながら,Nagara
長柄,Nagara
とろっこさが,Torokko Saga
トロッコ嵯峨,Torokko Saga
にしむこう,Nishimukō
西向日,Nishimukō
らんでんさが,Randensaga
嵐電嵯峨,Randensaga
さがあらしやま,Saga Arashiyama
嵯峨嵐山,Saga Arashiyama
へいじょう,Heijō
平城,Heijō
まつお,Matsuo
松尾,Matsuo
ろくおういん,Rokuōin
鹿王院,Rokuōin
よど,Yodo
淀,Yodo
てんり,Tenri
天理,Tenri
ひがしむこう,Higashimukō
東向日,Higashimukō
やまとあさくら,Yamato Asakura
大和朝倉,Yamato Asakura
らくさいぐち,Rakusaiguchi
洛西口,Rakusaiguchi
くるまざきじんじゃ,Kurumazaki Jinja
車折神社,Kurumazaki Jinja
かみかつら,Kamikatsura
上桂,Kamikatsura
いちのもと,Ichinomoto
櫟本,Ichinomoto
むこうまち,Mukōmachi
向日町,Mukōmachi
かつら,Katsura
桂,Katsura
ありすがわ,Arisugawa
有栖川,Arisugawa
おおすみ,Ōsumi
大住,Ōsumi
かつらがわ,Katsuragawa
桂川,Katsuragawa
たかのはら,Takanohara
高の原,Takanohara
かたびらのつじ,Katabiranotsuji
帷子ノ辻,Katabiranotsuji
おびとけ,Obitoke
帯解,Obitoke
うずまさ,Uzumasa
太秦,Uzumasa
しんおおみや,Shinōmiya
